Word,SemD_P1_U,SemD_P1_W,SemD_P2_U,SemD_P2_W,SemD_H13,ContextCount_P1_U,ContextCount_P1_W,ContextCount_P2_U,ContextCount_P2_W,ContextCount_H13
glances,1.441739495,1.242798732,,,1.508,366,366,,,375
glancing,1.306437806,1.094845457,,,1.329,593,593,,,601
gland,1.291820429,2.237502287,1.218821131,2.332529009,1.284,155,155,303,303,159
glands,1.104843235,2.104197783,,,1.116,216,216,,,217
glandular,1.309824501,2.144322642,1.327154272,2.321161273,1.359,55,55,54,54,56
glanville,1.31511577,1.97685359,1.172502904,2.087200413,1.42,49,49,42,42,51
glare,1.496447419,1.576593293,1.273245234,1.72904538,1.596,478,478,1166,1166,489
glared,1.203766442,1.011598809,,,1.189,622,622,,,625
glaring,1.614935605,1.724876504,1.695614433,2.321592417,1.679,347,347,144,144,348
glasgow,1.384969597,2.051568633,1.388287933,2.176764086,1.45,2159,2159,1916,1916,2221
glasgows,1.026804323,1.629965301,,,1.12,154,154,,,156
glasnost,1.114631599,1.797759946,1.061153242,1.775382641,1.171,118,118,113,113,119
glass,1.556063942,1.748590557,1.53095843,1.956779701,1.612,5752,5752,5871,5871,5875
glasses,1.462457117,1.418574762,,,1.492,1515,1515,,,1533
glasshouse,,,1.204227088,2.003277822,,,,59,59,
glassware,1.473012411,2.248158796,1.398719847,2.245161098,1.577,55,55,55,55,55
glassy,1.229801341,1.793993307,1.195733261,1.910432299,1.31,144,144,140,140,151
glastonbury,1.083481772,1.573322434,1.090152574,1.814758811,1.13,135,135,112,112,138
glaswegian,1.284914344,1.528019161,1.245981425,1.738441222,1.456,71,71,79,79,71
glaxo,1.051214874,1.601464446,0.998737309,1.612013985,1.08,85,85,81,81,89
glaze,1.150187417,2.084449525,1.411364917,2.332615547,1.148,116,116,263,263,118
glazed,1.312901818,1.885526881,1.177571865,1.881007165,1.476,386,386,271,271,392
glazing,1.173034847,1.901826693,1.114866068,1.944028953,1.276,239,239,208,208,244
glc,0.900878879,1.679482803,0.917605089,1.773885836,0.949,110,110,95,95,110
gleam,1.295743312,1.208783384,1.177735091,1.614480672,1.369,319,319,676,676,325
gleamed,1.21433194,1.050392068,,,1.309,250,250,,,254
gleaming,1.382291869,1.335158908,1.330970197,1.71137013,1.532,561,561,432,432,571
glean,1.848501011,2.118345589,1.842510411,2.542077628,2.107,55,55,245,245,56
gleaned,1.908292941,2.170017676,,,2.051,179,179,,,183
glee,1.692081302,1.637341612,1.623155608,1.981598153,1.825,151,151,154,154,156
gleeful,1.714532762,1.56253134,,,1.797,50,50,,,50
gleefully,1.701908236,1.649689351,1.535245783,1.981461978,1.73,110,110,105,105,113
glen,1.251631952,1.780660419,1.24526549,1.956636183,1.417,470,470,486,486,477
glenda,1.116824857,1.482485015,1.095693441,1.700779633,1.2,65,65,60,60,68
gleneagles,1.313794048,2.285342433,,,1.42,42,42,,,44
glenn,1.029945677,1.52922938,1.007768576,1.643543514,1.24,254,254,248,248,263
glens,1.022918656,1.624133031,,,1.147,83,83,,,86
glentoran,0.412511235,0.618377025,,,0.51,44,44,,,45
glenys,0.809323371,1.299406658,,,0.88,41,41,,,43
glib,1.612420135,1.65225381,1.566126826,2.111751168,1.867,60,60,57,57,60
glide,1.282671486,1.785168438,1.323853441,1.876338469,1.423,169,169,431,431,173
glided,1.358231659,1.278545999,,,1.534,85,85,,,86
glider,0.656837231,1.378498607,0.804342605,1.726360467,0.727,120,120,130,130,125
gliders,0.666654633,1.471294747,,,0.752,88,88,,,90
glides,1.199445507,1.701549497,,,1.293,60,60,,,61
gliding,1.359938843,1.824242234,1.217393219,2.147595947,1.473,243,243,99,99,246
glimmer,1.589270054,1.686534621,1.410304535,1.938775334,1.733,182,182,265,265,186
glimmering,1.334233986,1.354851601,,,1.432,50,50,,,51
glimpse,1.625441799,1.6666606,1.518181362,2.006228985,1.822,916,916,1364,1364,933
glimpsed,1.314713502,1.419825363,,,1.394,365,365,,,368
glimpses,1.525231701,1.760912952,,,1.719,204,204,,,207
glint,1.332216735,1.201124324,1.222892735,1.670865687,1.325,195,195,400,400,198
glinted,1.149423042,0.980482301,,,1.222,99,99,,,99
glinting,1.265950987,1.180412223,,,1.394,141,141,,,143
glisten,,,1.181673673,1.538997201,,,,226,226,
glistened,1.129207744,1.045455071,,,1.292,79,79,,,79
glistening,1.248587144,1.243245364,1.136106354,1.539702948,1.39,248,248,137,137,253
glitter,1.417839626,1.584311612,1.281446644,1.785482654,1.536,237,237,570,570,240
glittered,1.164563173,0.97988367,,,1.241,200,200,,,203
glittering,1.484451008,1.478309609,1.478735168,1.94551721,1.574,569,569,409,409,582
glitzy,1.337860969,1.704063869,1.395399924,1.868648997,1.539,65,65,68,68,66
gloat,,,1.386972919,1.78850623,,,,94,94,
gloating,1.500727941,1.425855424,,,1.697,55,55,,,56
global,1.485708872,2.306807406,1.542591837,2.407835591,1.498,1845,1845,1649,1649,1905
globally,1.455957813,2.326505431,1.45960056,2.398578816,1.485,100,100,95,95,102
globe,1.671303627,2.060687238,1.664063952,2.300357857,1.846,559,559,581,581,572
globes,1.379248415,1.794502212,,,1.486,56,56,,,58
globular,0.981302445,1.917060972,1.046841737,2.212367707,0.977,68,68,64,64,68
globule,,,1.458718766,2.315199376,,,,50,50,
globules,1.382559153,1.836960516,,,1.457,41,41,,,41
gloom,1.587706561,1.694796368,1.494141567,1.950765299,1.74,823,823,812,812,836
gloomily,1.460640339,1.296540048,1.32599704,1.684966439,1.514,193,193,192,192,195
gloomy,1.695786213,1.827022328,1.627035466,2.108123184,1.857,593,593,608,608,604
gloria,1.044641324,1.656625864,1.149632108,2.03208539,1.383,198,198,176,176,203
glories,1.512610628,1.794427291,,,1.717,141,141,,,143
glorification,,,,,1.514,,,,,49
glorified,1.804851833,2.039806968,1.713623867,2.098660519,1.936,97,97,62,62,98
glorify,,,1.44312208,2.15005271,,,,87,87,
glorious,1.645622546,1.902131007,1.604838188,2.193565968,1.818,943,943,904,904,967
gloriously,1.544480467,1.746280679,1.506229781,2.025912338,1.714,113,113,112,112,114
glory,1.572061914,1.792959049,1.540201334,2.104188769,1.782,1256,1256,1338,1338,1279
glos,1.132536396,1.924708588,1.1193749,2.046121947,1.21,73,73,67,67,73
gloss,1.552546073,2.163967904,1.625163367,2.482024186,1.643,366,366,468,468,369
glossary,1.338196847,2.265128268,1.361100866,2.438084474,1.39,132,132,135,135,136
glossed,1.648576905,2.116717848,,,1.772,85,85,,,87
glosses,1.324271931,1.950711122,,,1.484,42,42,,,43
glossy,1.60132244,1.873243022,1.546376208,2.118230769,1.744,535,535,548,548,547
gloucester,0.930706283,1.686565603,0.899605792,1.775449686,1.07,1104,1104,926,926,1124
gloucesters,0.386049261,1.031967686,,,0.45,142,142,,,142
gloucestershire,0.739596145,1.303212884,0.703152693,1.38365601,0.92,1067,1067,864,864,1081
gloucestershires,0.565837557,0.983015871,,,0.73,70,70,,,70
glove,1.536140986,1.630375509,1.477647976,1.899421053,1.688,292,292,905,905,299
gloved,1.180034737,1.175265251,1.092451031,1.423043995,1.293,129,129,132,132,131
glover,1.473608464,1.813141717,1.385662021,1.956108225,1.73,119,119,125,125,122
gloves,1.531467389,1.622341492,,,1.624,677,677,,,692
glow,1.43349278,1.485144057,1.310717094,1.704625815,1.564,825,825,1275,1275,840
glowed,1.239212448,1.054628423,,,1.406,265,265,,,270
glower,,,1.167812182,1.550622401,,,,177,177,
glowered,1.190943536,1.033433279,,,1.229,104,104,,,104
glowering,1.349962657,1.202497858,,,1.502,72,72,,,73
glowing,1.530900847,1.536963712,1.476422024,2.011792517,1.685,679,679,423,423,692
glows,1.227288109,1.737667372,,,1.35,61,61,,,63
glucose,1.02309917,2.146233894,1.099636492,2.266854005,0.963,224,224,190,190,227
glue,1.386526219,2.055307579,1.517758658,2.264053491,1.418,376,376,582,582,384
glued,1.409412067,1.749229967,,,1.5,259,259,,,261
gluing,0.902651621,1.615159711,,,0.876,41,41,,,42
glum,1.583970813,1.544483772,1.488117205,1.861941848,1.706,110,110,112,112,112
glumly,1.387873897,1.171336827,1.263458062,1.582503127,1.524,85,85,84,84,86
glut,1.514710913,2.084672969,1.547654242,2.312161124,1.68,70,70,77,77,71
glutamate,0.849277801,1.791166849,,,0.746,44,44,,,44
gluten,0.658067238,1.499626786,,,0.778,41,41,,,42
glycoprotein,1.136541746,2.246416346,1.105579264,2.08408122,0.997,45,45,55,55,45
glyn,1.137113949,1.996919416,1.366778577,2.066935255,1.34,119,119,112,112,121
glynn,0.91290477,1.698378245,0.933818941,2.025810596,0.91,135,135,112,112,137
gm,1.359734444,2.215071844,1.295070143,2.304749104,1.46,174,174,173,173,176
gmbh,0.831350009,1.366328863,0.727103176,1.284954641,0.89,123,123,115,115,134
gms,0.829942908,1.734520142,,,0.95,43,43,,,45
gmt,0.251407718,0.653974347,0.313101556,0.856261804,0.215,207,207,126,126,210
gnarled,1.303414026,1.409578368,1.223545826,1.654928519,1.431,102,102,99,99,105
gnat,,,1.267783986,1.985125806,,,,50,50,
gnaw,,,1.331645841,1.861422415,,,,176,176,
gnawed,1.360920299,1.433006841,,,1.505,75,75,,,75
gnawing,1.491882477,1.671365199,,,1.689,85,85,,,87
gnome,1.497656798,1.594427829,1.368637267,1.965848452,1.604,60,60,90,90,60
gnomes,1.178429501,1.544826897,,,1.282,47,47,,,48
gnp,0.985629064,1.54198663,0.956877838,1.456990303,0.98,412,412,369,369,416
go,1.860469356,1.892453255,1.909540714,2.48692032,2.069,31782,31782,33364,33364,32474
goad,1.599075833,1.502787477,1.378384188,1.880615052,1.726,55,55,156,156,55
goaded,1.507612278,1.534432115,,,1.546,71,71,,,71
goal,1.199580137,1.893567858,1.367916386,2.273548702,1.398,3121,3121,3839,3839,3177
goalie,0.782757303,1.238193363,0.731017412,1.231926182,0.798,46,46,49,49,46
goalkeeper,0.58984015,0.787201752,0.54761817,0.777252903,0.81,502,502,469,469,507
goalkeepers,0.602264643,0.834525999,,,0.817,72,72,,,73
goalkeeping,0.554676371,0.764716604,0.485711469,0.725342821,0.775,69,69,63,63,69
goalless,0.489420006,0.624982841,0.44054194,0.588039979,0.736,78,78,75,75,78
goalpost,,,1.637882424,2.12313891,,,,49,49,
goalposts,1.663216326,2.025124077,,,1.636,48,48,,,48
goals,1.184270451,1.923058049,,,1.385,2507,2507,,,2549
goalscorer,0.516839786,0.682955672,0.431842979,0.629018235,0.728,69,69,75,75,69
goat,1.497690798,1.762089092,1.456611757,2.154312068,1.604,333,333,613,613,340
goats,1.387471308,1.87636483,,,1.484,376,376,,,383
gob,,,1.241612275,1.663013331,,,,52,52,
gobble,1.554598346,1.9348409,1.483076238,2.122250037,1.592,49,49,141,141,49
gobbled,1.535514243,1.776112093,,,1.605,55,55,,,55
goblet,1.024512105,1.850762638,1.158880795,2.15771442,0.896,90,90,122,122,95
goblets,1.217471252,1.781953026,,,1.138,51,51,,,51
goblin,0.471799319,1.224093856,0.721514742,1.730238192,0.485,91,91,93,93,92
goblins,0.389648313,1.097436438,,,0.385,75,75,,,76
god,1.365018512,1.530664492,1.459456626,1.920634614,1.481,7000,7000,6483,6483,7167
goddard,1.490014108,2.118783001,1.441358571,2.299609528,1.67,120,120,113,113,123
goddess,1.122816555,1.524354253,1.145458686,1.829002893,1.125,339,339,338,338,347
goddesses,0.879073773,1.429550841,,,0.842,79,79,,,82
godfather,1.261769256,1.531346669,1.294379616,1.862206863,1.426,149,149,173,173,154
godfrey,1.669065303,2.138882905,1.543403992,2.223348274,1.86,131,131,124,124,134
godhead,0.573228931,1.019150812,0.620444872,1.234910992,0.659,44,44,42,42,44
godly,0.879886705,1.343800428,0.89058736,1.556388569,0.989,75,75,69,69,76
godmother,1.255531137,1.338486601,1.270434642,1.847663223,1.356,104,104,111,111,105
gods,1.230901419,1.593537179,,,1.303,2334,2334,,,2390
godsend,1.802693573,1.949350405,1.749678855,2.235078962,1.979,71,71,70,70,72
godwin,1.396119303,1.793936456,1.334276451,1.992051131,1.5,106,106,103,103,108
goer,1.510778582,1.795009925,1.440932232,1.933941337,1.69,64,64,189,189,64
goers,1.387355781,1.740321977,,,1.553,130,130,,,135
goes,1.853539807,2.084853347,,,2.077,7964,7964,,,8126
goethe,1.092334333,1.634967595,1.102022159,1.808491984,1.23,70,70,75,75,71
goff,1.139523303,2.153859727,1.257989065,2.416092568,1.11,79,79,78,78,83
goggle,,,1.397404215,1.806822468,,,,153,153,
goggles,1.435222333,1.726310282,,,1.528,110,110,,,111
gogh,0.917860708,1.49616018,0.950165349,1.593807957,1.04,113,113,123,123,115
goghs,0.962153129,1.571219765,,,1.03,44,44,,,46
goin,0.853515338,1.125577672,,,0.71,216,216,,,217
going,1.772355342,1.838554887,1.828819851,2.401632587,2.012,24763,24763,1057,1057,25283
goings,1.648726753,1.588744402,1.54524755,1.936717355,1.862,189,189,77,77,191
golan,0.439975274,1.034905031,0.450624704,1.012336733,0.44,55,55,52,52,55
gold,1.596362911,1.948461716,1.605280951,2.174973538,1.627,4541,4541,4155,4155,4633
goldberg,0.901984038,1.64055408,1.185272685,2.016458846,1.11,102,102,81,81,102
golden,1.712527953,2.022820202,1.651366197,2.270187551,1.854,2868,2868,2653,2653,2911
goldfish,0.961459432,1.623479808,1.000168062,1.860274556,0.966,176,176,163,163,182
goldie,1.087015743,1.443074727,1.156245649,1.564775066,1.26,75,75,66,66,77
golding,1.280498112,1.88449659,1.246010427,2.12461081,1.37,104,104,98,98,105
goldman,1.380833632,2.258041132,1.374145563,2.34441965,1.42,130,130,122,122,131
golds,1.289842586,1.706806052,,,1.463,58,58,,,59
goldsmith,1.531119568,2.043704272,1.452908033,2.295173231,1.689,182,182,301,301,184
goldsmiths,1.204919959,1.937564961,,,1.34,171,171,,,173
golf,1.097064374,1.669900713,1.162486277,1.806086379,1.131,1440,1440,1239,1239,1477
golfer,0.675860007,1.181521144,0.752754295,1.334801356,0.656,232,232,323,323,235
golfers,0.643139755,1.185791347,,,0.645,236,236,,,240
golfing,0.766256382,1.33052628,0.774247714,1.35646855,0.768,193,193,172,172,196
golfs,0.658648823,1.100783859,,,0.69,47,47,,,48
goliath,1.57578045,1.97171561,1.595079444,2.173056452,1.815,49,49,47,47,50
gollancz,0.902206264,1.616672541,0.848640351,1.613313344,0.99,44,44,40,40,44
gomez,1.161875863,2.013188603,1.221097824,2.461191564,1.29,63,63,54,54,63
gon,,,0.995870403,1.498968645,,,,328,328,
gondola,1.08153909,1.616184889,1.110156782,1.648711303,1.157,62,62,66,66,62
gone,1.722871318,1.728911307,,,1.904,11117,11117,,,11337
gong,1.47032427,1.674547258,1.392842499,1.85724373,1.629,92,92,107,107,92
gonna,0.999291279,1.248493931,,,1.084,377,377,,,382
gonorrhoea,0.601142138,1.295384641,0.633590087,1.397583098,0.6,56,56,47,47,56
gonz,0.838883142,1.273696622,0.745219118,1.175227406,0.69,83,83,78,78,83
gonzalez,1.299800036,1.983071815,1.212752585,2.083739997,1.31,53,53,53,53,54
goo,1.085265561,1.482047698,1.187065795,1.820221628,1.171,48,48,45,45,49
gooch,0.432040959,0.866652079,0.444005205,0.888636002,0.55,222,222,200,200,224
goochs,0.357345805,0.730876529,,,0.48,69,69,,,70
good,1.973092433,2.102859503,1.94129307,2.543431865,2.196,36365,36365,33297,33297,37146
goodall,1.572214014,2.064980644,1.573638751,2.367421296,1.72,44,44,48,48,45
goodbye,1.540631528,1.382813816,1.435238182,1.754807853,1.552,1006,1006,1018,1018,1036
goodbyes,1.467010061,1.216095788,,,1.552,59,59,,,61
goode,1.318047762,1.946557703,1.368767289,2.168952212,1.35,55,55,51,51,57
goodies,1.544837792,1.861688053,,,1.668,197,197,,,203
goodison,0.634537305,1.001864657,0.60928073,1.009829605,0.76,96,96,91,91,96
goodman,1.487571422,2.051949259,1.454160554,2.256673608,1.64,198,198,190,190,204
goodness,1.539144408,1.572842143,1.504660317,2.069802355,1.596,872,872,825,825,882
goodnight,0.993801992,1.365398663,0.931643257,1.59617029,1.082,552,552,526,526,561
goods,1.532504804,2.320313473,1.656629905,2.506501228,1.513,4107,4107,3476,3476,4185
goodwill,1.810621353,2.319478273,1.80178423,2.48823618,1.812,609,609,587,587,622
goodwin,0.781971223,1.366938721,0.665809749,1.298053672,0.97,365,365,346,346,367
goodwood,0.809890144,1.291714536,0.821729886,1.359018282,0.88,72,72,68,68,72
goody,1.24461055,1.749733844,1.556477086,2.149518267,1.361,84,84,265,265,86
goon,,,1.188403317,1.627717699,,,,52,52,
goose,1.614309921,1.79463273,1.487254294,2.010694868,1.74,356,356,516,516,365
gooseberry,,,0.998948214,1.647229028,,,,55,55,
goram,0.420115802,0.651732708,,,0.54,43,43,,,43
goran,0.684472331,1.060329055,0.617976427,1.014989681,0.76,44,44,42,42,44
gorbachev,0.957799854,1.554743579,0.98301374,1.575384008,0.96,572,572,555,555,579
gorbachevs,0.796142644,1.361800247,,,0.78,191,191,,,191
gorbals,1.124316352,1.434235824,,,1.127,52,52,,,55
gordon,1.550431166,1.943676838,1.465752714,2.084738665,1.8,1516,1516,1435,1435,1544
gordons,1.556841122,2.067577477,,,1.62,98,98,,,100
gore,1.479145952,1.887110959,1.431434967,2.105835696,1.535,221,221,229,229,226
gorge,1.021010293,1.667086499,1.121982121,1.864582306,1.18,224,224,296,296,227
gorgeous,1.439198726,1.543736759,1.377876999,1.856976097,1.497,376,376,360,360,384
gorges,1.097521881,1.808107057,,,1.226,60,60,,,61
gorilla,1.256866102,1.829436758,1.234379183,1.901864462,1.26,89,89,128,128,89
gorillas,1.111128323,1.733980235,,,1.156,63,63,,,64
gorman,1.286494211,1.827762715,1.253969187,1.904694015,1.38,149,149,147,147,153
gorse,1.142681307,1.56255929,1.163771861,1.771659778,1.213,123,123,119,119,125
gory,1.496753772,1.702855171,1.468883086,2.059521046,1.616,65,65,66,66,66
gosforth,0.8728658,1.425511237,0.817531683,1.376803426,0.96,76,76,70,70,78
gosh,1.286145198,1.221893679,1.29861409,1.627335209,1.341,98,98,94,94,102
gosling,,,1.242591673,2.052975662,,,,52,52,
gospel,0.994444824,1.584803861,1.036964524,1.781385952,1.012,587,587,584,584,607
gospels,0.682371584,1.212964658,,,0.694,171,171,,,173
gosport,1.291027006,1.6461566,1.297236749,1.800145811,1.42,44,44,42,42,45
goss,1.44445441,2.009576464,,,1.54,44,44,,,44
gossip,1.54842506,1.495811747,1.50899078,1.920096668,1.663,802,802,865,865,821
gossiping,1.460044407,1.366055517,,,1.59,84,84,,,86
gossips,1.503945447,1.527374631,,,1.623,47,47,,,49
got,1.638691846,1.57643891,,,1.828,20242,20242,,,20629
goth,1.060500747,1.516255725,1.065736849,1.860755691,1.019,41,41,71,71,41
gothenburg,1.149489613,1.807853842,1.030648157,1.91204188,1.3,54,54,50,50,54
gothic,1.018102141,1.627494519,1.09135734,1.843468289,1.142,635,635,563,563,644
goths,0.930880425,1.545662728,,,1.05,45,45,,,45
gotta,1.156201911,1.393274254,,,1.198,161,161,,,165
gotten,1.523425795,1.708796119,,,1.649,111,111,,,112
gouache,0.534442385,1.139046229,0.503973617,1.066019557,0.583,53,53,48,48,54
gouge,,,1.258764996,1.828750614,,,,124,124,
gouged,1.270245837,1.435459447,,,1.404,58,58,,,58
gough,1.007856774,1.633938972,1.001846641,1.788422209,1.2,148,148,140,140,152
gould,1.336833408,1.943440182,1.229679275,2.16449242,1.4,404,404,380,380,410
goulding,1.214672295,1.896725944,1.136908344,1.906993305,1.31,47,47,46,46,47
goulds,0.769567969,1.40068777,,,0.84,89,89,,,91
gourmet,1.241722109,1.8094701,1.223975603,1.954871407,1.335,99,99,126,126,103
gout,1.345200771,1.659201145,1.383337806,2.059931076,1.511,54,54,70,70,54
govan,1.08380676,1.905803611,1.023006947,1.935547293,1.11,66,66,72,72,67
govern,1.640764445,2.241351661,1.86336039,2.710778964,1.727,486,486,1950,1950,494
governance,1.07635664,1.898609789,1.20112008,2.101064031,1.091,112,112,105,105,116
governed,1.800487001,2.444264067,1.204573337,1.916550488,1.882,941,941,62,62,956
governess,1.068920662,1.091249592,1.012856614,1.535344221,1.127,126,126,137,137,127
governing,1.83022942,2.433669459,1.632206485,2.418513186,1.872,1454,1454,760,760,1478
government,1.828505228,2.289622545,1.802331609,2.401997141,2,18216,18216,13933,13933,18595
governmental,1.484775199,2.090475279,1.476485459,2.189661809,1.561,649,649,594,594,665
governments,1.686481883,2.164479976,,,1.809,6455,6455,,,6560
governor,1.468242177,2.003911801,1.51940855,2.259977402,1.543,1346,1346,1790,1790,1367
governors,1.32741548,2.068868162,,,1.347,861,861,,,869
governorship,1.202941378,1.74412608,1.141461943,1.810404757,1.23,65,65,73,73,66
governs,1.778828362,2.404491307,,,1.82,173,173,,,177
gow,,,,,1.47,,,,,40
gower,0.839762469,1.582967746,0.854161752,1.723691678,0.97,202,202,191,191,205
gowers,0.671583769,1.3563318,,,0.79,44,44,,,44
gown,1.377567627,1.187207123,1.329650976,1.727726654,1.372,745,745,822,822,767
gowns,1.398821069,1.515798916,,,1.349,156,156,,,160
goya,0.793582722,1.448574637,0.795574745,1.456025917,0.91,47,47,50,50,47
gp,1.231265815,1.944782397,1.212107671,1.999913844,1.242,513,513,634,634,524
gps,1.043242669,1.790794105,,,1.03,347,347,,,355
gr,1.498533908,2.38663501,1.53272118,2.722270999,1.61,177,177,164,164,179
gra,,,1.263869266,2.138885249,,,,54,54,
grab,1.51608385,1.650244097,1.420557868,1.860788701,1.664,727,727,2152,2152,734
