"","id","title","n_words","n_tokens","n_w","n_c","n_s","publication_date","text_type","context","respondent_age","respondent_class","respondent_sex","interaction_type","region","author_age","author_domicile","author_sex","author_type","audience_age","domain","difficulty","medium","publication_place","sampling_type","circulation","audience_sex","availability","mode","derived_type","genre"
"88","A2S","Independent, electronic edition of 1989-10-05: Sport pages. Sample containing about 14275 words from a periodical (domain: leisure)",14420,16232,14540,1692,683,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","leisure","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:sports"
"89","A2T","Independent, electronic edition of 1989-10-05: Frontpages. Sample containing about 2831 words from a periodical (domain: world affairs)",2853,3186,2877,309,131,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","world_affairs","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:misc"
"90","A2U","Independent, electronic edition of 1989-10-06: Arts section. Sample containing about 5512 words from a periodical (domain: arts)",5558,6406,5608,798,206,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","arts","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:arts"
"91","A2V","Independent, electronic edition of 1989-10-06: Business section. Sample containing about 10782 words from a periodical (domain: commerce)",10669,11996,10873,1123,554,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","commerce_finance","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:commerce"
"92","A2W","Independent, electronic edition of 1989-10-06: Editorials. Sample containing about 8130 words from a periodical (domain: belief and thought)",8126,9212,8201,1011,411,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","belief_thought","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:editorial"
"93","A2X","Independent, electronic edition of 1989-10-06: Foreign news pages. Sample containing about 10945 words from a periodical (domain: world affairs)",10986,12370,11061,1309,509,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","world_affairs","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:report"
"94","A2Y","Independent, electronic edition of 1989-10-06: Gazette section. Sample containing about 3615 words from a periodical (domain: world affairs)",3624,4206,3660,546,147,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","world_affairs","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:misc"
"95","A30","Independent, electronic edition of 1989-10-06: Home news pages. Sample containing about 15120 words from a periodical (domain: world affairs)",15113,17131,15247,1884,748,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","world_affairs","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:report"
"96","A31","Independent, electronic edition of 1989-10-06: Law section. Sample containing about 3420 words from a periodical (domain: social science)",3389,3812,3433,379,150,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","social_science","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:misc"
"97","A32","Independent, electronic edition of 1989-10-06: Listings section. Sample containing about 2301 words from a periodical (domain: arts)",2339,2755,2342,413,132,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","arts","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:arts"
"98","A33","Independent, electronic edition of 1989-10-06: Sport pages. Sample containing about 12779 words from a periodical (domain: leisure)",12842,14668,12962,1706,610,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","leisure","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:sports"
"99","A34","Independent, electronic edition of 1989-10-06: Frontpages. Sample containing about 1914 words from a periodical (domain: world affairs)",1912,2163,1932,231,85,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","world_affairs","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:misc"
"100","A35","Independent, electronic edition of 1989-10-07: Arts section. Sample containing about 7247 words from a periodical (domain: arts)",7311,8368,7365,1003,314,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","arts","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:arts"
"101","A36","Independent, electronic edition of 1989-10-07: Book reviews. Sample containing about 5840 words from a periodical (domain: arts)",5901,6965,5951,1014,274,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","arts","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:arts"
"102","A37","Independent, electronic edition of 1989-10-07: Business section. Sample containing about 9568 words from a periodical (domain: commerce)",9515,10626,9639,987,498,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","commerce_finance","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:commerce"
"103","A38","Independent, electronic edition of 1989-10-07: Motoring pages. Sample containing about 3127 words from a periodical (domain: applied science)",3118,3564,3141,423,151,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","applied_science","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:misc"
"104","A39","Independent, electronic edition of 1989-10-07: Antiques pages. Sample containing about 2234 words from a periodical (domain: arts)",2211,2546,2233,313,112,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","arts","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:misc"
"105","A3A","Independent, electronic edition of 1989-10-07: Editorials. Sample containing about 8503 words from a periodical (domain: world affairs)",8499,9746,8579,1167,431,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","world_affairs","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:editorial"
"106","A3B","Independent, electronic edition of 1989-10-07: Focus section. Sample containing about 1918 words from a periodical (domain: world affairs)",1902,2153,1922,231,86,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","world_affairs","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:misc"
"107","A3C","Independent, electronic edition of 1989-10-07: Food pages. Sample containing about 8234 words from a periodical (domain: leisure)",8221,9582,8308,1274,436,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","leisure","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:misc"
"108","A3D","Independent, electronic edition of 1989-10-07: Foreign news pages. Sample containing about 9268 words from a periodical (domain: world affairs)",9295,10502,9369,1133,440,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","world_affairs","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:report"
"109","A3E","Independent, electronic edition of 1989-10-07: Gardening pages. Sample containing about 1831 words from a periodical (domain: leisure)",1832,2055,1846,209,92,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","leisure","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:misc"
"110","A3F","Independent, electronic edition of 1989-10-07: Gazette section. Sample containing about 3319 words from a periodical (domain: social science)",3324,3823,3348,475,121,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","social_science","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:misc"
"111","A3G","Independent, electronic edition of 1989-10-07: Home news pages. Sample containing about 13238 words from a periodical (domain: world affairs)",13236,15029,13347,1682,661,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","multiple","adult","world_affairs","medium","periodical","UK_south","unknown","high","mixed","cleared","written","newspaper","W:newsp:brdsht_nat:report"
